claim_id,retailer_id,contract_id,claim_type,claimed_amount_usd,verdict,gate,reason,entitled_amount_usd,excess_usd,basis,citation,decided_at
CLM-0379,RET-006,CONTRACT_BETA,Promo Discount Support,616.64,HOLD,6-substantiation,no supporting document and above the materiality threshold,608.88,0.0,agreed support on PRM-0031,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0380,RET-005,CONTRACT_BETA,Price Difference,284.15,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Price Difference,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0381,RET-006,CONTRACT_BETA,Shortage,72.29,AUTO_CLEAR,2-materiality,US$72.29 below the US$150 review threshold,72.29,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0382,RET-006,CONTRACT_BETA,Promo Discount Support,623.43,AUTO_CLEAR,0-clear,passed every gate,608.88,0.0,agreed support on PRM-0031,,2026-08-25T16:58:22Z
CLM-0383,RET-003,CONTRACT_ALPHA,Price Difference,166.95,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Price Difference,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0384,RET-003,CONTRACT_ALPHA,Promo Discount Support,1336.47,REJECT,4-arithmetic,"claimed US$1,336.47 vs recomputed US$1,182.80 (tolerance US$59.14)",1182.8,153.67,agreed support on PRM-0015,"trade_terms_appendix.md clause A2.1: ""A variance between the claimed amount and the Supplier's recomputed entitlement of five per cent (5%) or fifty United States dollars (US$50), whichever is greater, is treated as within tolerance and is not challenged.""",2026-08-25T16:58:22Z
CLM-0385,RET-001,CONTRACT_ALPHA,Promo Discount Support,1277.7,REJECT,3-clause,promotional support claimed with no pre-approved promotion reference,0.0,1277.7,,"contract_alpha.md clause 5.2: ""A claim for promotional support that does not quote a valid, pre-approved promotion reference is not payable, irrespective of whether the promotion took place in store.""",2026-08-25T16:58:22Z
CLM-0386,RET-006,CONTRACT_BETA,Freight,162.09,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0387,RET-003,CONTRACT_ALPHA,Promo Discount Support,582.62,AUTO_CLEAR,0-clear,passed every gate,589.31,0.0,agreed support on PRM-0011,,2026-08-25T16:58:22Z
CLM-0388,RET-006,CONTRACT_BETA,Shortage,39.83,AUTO_CLEAR,2-materiality,US$39.83 below the US$150 review threshold,39.83,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0389,RET-006,CONTRACT_BETA,Price Difference,337.72,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0390,RET-003,CONTRACT_ALPHA,Listing Fee,5081.91,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Listing Fee,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0391,RET-001,CONTRACT_ALPHA,Promo Discount Support,928.86,AUTO_CLEAR,0-clear,passed every gate,906.34,0.0,agreed support on PRM-0002,,2026-08-25T16:58:22Z
CLM-0392,RET-003,CONTRACT_ALPHA,Freight,341.82,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Freight,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0393,RET-005,CONTRACT_BETA,Co-op Marketing,310.1,AUTO_CLEAR,0-clear,passed every gate,312.07,0.0,agreed support on PRM-0029,,2026-08-25T16:58:22Z
CLM-0394,RET-001,CONTRACT_ALPHA,Damages,40.22,AUTO_CLEAR,2-materiality,US$40.22 below the US$150 review threshold,40.22,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0395,RET-006,CONTRACT_BETA,Freight,231.52,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0396,RET-004,CONTRACT_BETA,Price Difference,39.69,AUTO_CLEAR,2-materiality,US$39.69 below the US$150 review threshold,39.69,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0397,RET-002,CONTRACT_ALPHA,Unclassified,1834.29,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Unclassified),,0.0,no reference value available for Unclassified,,2026-08-25T16:58:22Z
CLM-0398,RET-004,CONTRACT_BETA,Damages,193.17,REJECT,1-window,"submitted 159 days after invoice, window is 120 days",0.0,193.17,,"contract_beta.md clause 7.2: ""Claims must be submitted within one hundred and twenty (120) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. The longer period reflects the Retailer's month-end consolidation cycle across the Malaysian and Indonesian markets.""",2026-08-25T16:58:22Z
CLM-0399,RET-003,CONTRACT_ALPHA,Damages,292.83,REJECT,3-clause,"damages claimed at 3.41% of gross invoice, allowance is 1.5%",128.88,163.95,"0 damaged units x US$3.40, capped at 1.5% of invoice","contract_alpha.md clause 9.4: ""The Retailer's damages allowance is one point five per cent (1.5%) of the gross invoice value of the consignment. Damages claimed in excess of 1.5% of gross invoice value are not payable without prior written agreement of the Supplier.""",2026-08-25T16:58:22Z
CLM-0400,RET-006,CONTRACT_BETA,Freight,452.17,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0401,RET-003,CONTRACT_ALPHA,Unclassified,1215.76,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Unclassified),,0.0,no reference value available for Unclassified,,2026-08-25T16:58:22Z
CLM-0402,RET-003,CONTRACT_ALPHA,Promo Discount Support,1154.23,AUTO_CLEAR,0-clear,passed every gate,1182.8,0.0,agreed support on PRM-0015,,2026-08-25T16:58:22Z
CLM-0403,RET-003,CONTRACT_ALPHA,Price Difference,327.11,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0404,RET-005,CONTRACT_BETA,Freight,288.41,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0405,RET-005,CONTRACT_BETA,Co-op Marketing,1385.54,AUTO_CLEAR,0-clear,passed every gate,1370.83,0.0,agreed support on PRM-0027,,2026-08-25T16:58:22Z
CLM-0406,RET-006,CONTRACT_BETA,Co-op Marketing,324.26,AUTO_CLEAR,0-clear,passed every gate,317.76,0.0,agreed support on PRM-0032,,2026-08-25T16:58:22Z
CLM-0407,RET-005,CONTRACT_BETA,Listing Fee,3269.22,HOLD,7-authority,"US$3,269.22 exceeds the US$2,000 KAM settlement authority",,0.0,no reference value available for Listing Fee,"trade_terms_appendix.md clause A3.2: ""Claims above US$2,000 require Commercial Manager approval before settlement, regardless of whether the claim is otherwise valid and fully substantiated.""",2026-08-25T16:58:22Z
CLM-0408,RET-003,CONTRACT_ALPHA,Promo Discount Support,597.43,AUTO_CLEAR,0-clear,passed every gate,589.31,0.0,agreed support on PRM-0011,,2026-08-25T16:58:22Z
CLM-0409,RET-002,CONTRACT_ALPHA,Co-op Marketing,1082.5,HOLD,6-substantiation,no supporting document and above the materiality threshold,1108.93,0.0,agreed support on PRM-0009,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0410,RET-002,CONTRACT_ALPHA,Price Difference,150.76,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0411,RET-004,CONTRACT_BETA,Freight,145.72,AUTO_CLEAR,2-materiality,US$145.72 below the US$150 review threshold,145.72,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0412,RET-003,CONTRACT_ALPHA,Co-op Marketing,952.1,REJECT,4-arithmetic,claimed US$952.10 vs recomputed US$589.31 (tolerance US$50.00),589.31,362.79,agreed support on PRM-0011,"trade_terms_appendix.md clause A2.1: ""A variance between the claimed amount and the Supplier's recomputed entitlement of five per cent (5%) or fifty United States dollars (US$50), whichever is greater, is treated as within tolerance and is not challenged.""",2026-08-25T16:58:22Z
CLM-0413,RET-004,CONTRACT_BETA,Price Difference,234.62,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0414,RET-006,CONTRACT_BETA,Promo Discount Support,726.78,AUTO_CLEAR,0-clear,passed every gate,713.25,0.0,agreed support on PRM-0034,,2026-08-25T16:58:22Z
CLM-0415,RET-001,CONTRACT_ALPHA,Co-op Marketing,449.35,AUTO_CLEAR,0-clear,passed every gate,442.38,0.0,agreed support on PRM-0006,,2026-08-25T16:58:22Z
CLM-0416,RET-004,CONTRACT_BETA,Shortage,89.59,AUTO_CLEAR,2-materiality,US$89.59 below the US$150 review threshold,89.59,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0417,RET-004,CONTRACT_BETA,Price Difference,46.05,AUTO_CLEAR,2-materiality,US$46.05 below the US$150 review threshold,46.05,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0418,RET-003,CONTRACT_ALPHA,Listing Fee,609.02,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0419,RET-004,CONTRACT_BETA,Shortage,217.18,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Shortage),,0.0,no reference value available for Shortage,,2026-08-25T16:58:22Z
CLM-0420,RET-006,CONTRACT_BETA,Listing Fee,394.71,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0421,RET-004,CONTRACT_BETA,Shortage,82.2,AUTO_CLEAR,2-materiality,US$82.20 below the US$150 review threshold,82.2,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0422,RET-001,CONTRACT_ALPHA,Shortage,325.11,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Shortage),,0.0,no reference value available for Shortage,,2026-08-25T16:58:22Z
CLM-0423,RET-004,CONTRACT_BETA,Shortage,39.45,AUTO_CLEAR,2-materiality,US$39.45 below the US$150 review threshold,39.45,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0424,RET-002,CONTRACT_ALPHA,Price Difference,283.55,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0425,RET-005,CONTRACT_BETA,Freight,339.65,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Freight,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0426,RET-004,CONTRACT_BETA,Shortage,104.89,AUTO_CLEAR,2-materiality,US$104.89 below the US$150 review threshold,104.89,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0427,RET-003,CONTRACT_ALPHA,Shortage,285.84,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Shortage),,0.0,no reference value available for Shortage,,2026-08-25T16:58:22Z
CLM-0428,RET-006,CONTRACT_BETA,Listing Fee,394.92,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Listing Fee,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0429,RET-005,CONTRACT_BETA,Co-op Marketing,483.33,AUTO_CLEAR,0-clear,passed every gate,492.68,0.0,agreed support on PRM-0026,,2026-08-25T16:58:22Z
CLM-0430,RET-004,CONTRACT_BETA,Freight,120.68,AUTO_CLEAR,2-materiality,US$120.68 below the US$150 review threshold,120.68,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0431,RET-002,CONTRACT_ALPHA,Damages,39.91,AUTO_CLEAR,2-materiality,US$39.91 below the US$150 review threshold,39.91,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0432,RET-001,CONTRACT_ALPHA,Co-op Marketing,1067.15,HOLD,6-substantiation,no supporting document and above the materiality threshold,1062.83,0.0,agreed support on PRM-0005,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0433,RET-006,CONTRACT_BETA,Shortage,40.52,AUTO_CLEAR,2-materiality,US$40.52 below the US$150 review threshold,40.52,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0434,RET-006,CONTRACT_BETA,Price Difference,39.59,AUTO_CLEAR,2-materiality,US$39.59 below the US$150 review threshold,39.59,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0435,RET-005,CONTRACT_BETA,Price Difference,72.9,AUTO_CLEAR,2-materiality,US$72.90 below the US$150 review threshold,72.9,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0436,RET-005,CONTRACT_BETA,Co-op Marketing,1603.42,AUTO_CLEAR,0-clear,passed every gate,1593.65,0.0,agreed support on PRM-0024,,2026-08-25T16:58:22Z
CLM-0437,RET-004,CONTRACT_BETA,Promo Discount Support,1405.04,HOLD,6-substantiation,no supporting document and above the materiality threshold,1372.34,0.0,agreed support on PRM-0019,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0438,RET-006,CONTRACT_BETA,Freight,76.85,AUTO_CLEAR,2-materiality,US$76.85 below the US$150 review threshold,76.85,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0439,RET-002,CONTRACT_ALPHA,Promo Discount Support,780.74,AUTO_CLEAR,0-clear,passed every gate,765.65,0.0,agreed support on PRM-0010,,2026-08-25T16:58:22Z
CLM-0440,RET-001,CONTRACT_ALPHA,Damages,40.18,AUTO_CLEAR,2-materiality,US$40.18 below the US$150 review threshold,40.18,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0441,RET-006,CONTRACT_BETA,Damages,117.45,AUTO_CLEAR,2-materiality,US$117.45 below the US$150 review threshold,117.45,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0442,RET-005,CONTRACT_BETA,Co-op Marketing,1554.15,AUTO_CLEAR,0-clear,passed every gate,1593.65,0.0,agreed support on PRM-0024,,2026-08-25T16:58:22Z
CLM-0443,RET-002,CONTRACT_ALPHA,Damages,39.05,AUTO_CLEAR,2-materiality,US$39.05 below the US$150 review threshold,39.05,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0444,RET-005,CONTRACT_BETA,Damages,306.76,REJECT,3-clause,"damages claimed at 4.56% of gross invoice, allowance is 3.0%",201.91,104.85,"41 damaged units x US$1.80, capped at 3.0% of invoice","contract_beta.md clause 9.4: ""The Retailer's damages allowance is three per cent (3.0%) of the gross invoice value of the consignment. Damages claimed in excess of 3.0% of gross invoice value are not payable without prior written agreement of the Supplier. The higher allowance reflects extended last-mile transit conditions in the Indonesian market.""",2026-08-25T16:58:22Z
CLM-0445,RET-001,CONTRACT_ALPHA,Damages,42.66,AUTO_CLEAR,2-materiality,US$42.66 below the US$150 review threshold,42.66,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0446,RET-001,CONTRACT_ALPHA,Co-op Marketing,900.68,AUTO_CLEAR,0-clear,passed every gate,906.34,0.0,agreed support on PRM-0002,,2026-08-25T16:58:22Z
CLM-0447,RET-001,CONTRACT_ALPHA,Unclassified,416.1,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Unclassified,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0448,RET-001,CONTRACT_ALPHA,Co-op Marketing,1387.76,AUTO_CLEAR,0-clear,passed every gate,1373.17,0.0,agreed support on PRM-0001,,2026-08-25T16:58:22Z
CLM-0449,RET-004,CONTRACT_BETA,Unclassified,1010.26,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Unclassified,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0450,RET-004,CONTRACT_BETA,Freight,162.69,REJECT,1-window,"submitted 163 days after invoice, window is 120 days",0.0,162.69,,"contract_beta.md clause 7.2: ""Claims must be submitted within one hundred and twenty (120) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. The longer period reflects the Retailer's month-end consolidation cycle across the Malaysian and Indonesian markets.""",2026-08-25T16:58:22Z
CLM-0451,RET-006,CONTRACT_BETA,Damages,40.77,AUTO_CLEAR,2-materiality,US$40.77 below the US$150 review threshold,40.77,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0452,RET-001,CONTRACT_ALPHA,Freight,465.76,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Freight),,0.0,no reference value available for Freight,,2026-08-25T16:58:22Z
CLM-0453,RET-005,CONTRACT_BETA,Co-op Marketing,1180.35,AUTO_CLEAR,0-clear,passed every gate,1187.57,0.0,agreed support on PRM-0025,,2026-08-25T16:58:22Z
CLM-0454,RET-002,CONTRACT_ALPHA,Price Difference,461.33,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0455,RET-005,CONTRACT_BETA,Promo Discount Support,1604.37,AUTO_CLEAR,0-clear,passed every gate,1586.45,0.0,agreed support on PRM-0028,,2026-08-25T16:58:22Z
CLM-0456,RET-003,CONTRACT_ALPHA,Listing Fee,395.02,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Listing Fee),,0.0,no reference value available for Listing Fee,,2026-08-25T16:58:22Z
CLM-0457,RET-001,CONTRACT_ALPHA,Promo Discount Support,887.6,AUTO_CLEAR,0-clear,passed every gate,906.34,0.0,agreed support on PRM-0002,,2026-08-25T16:58:22Z
CLM-0458,RET-006,CONTRACT_BETA,Listing Fee,911.96,HOLD,6-substantiation,no supporting document and above the materiality threshold,,0.0,no reference value available for Listing Fee,"claim_substantiation_guidelines.md clause G3.1: ""A claim of US$150 or more submitted without the evidence required by G2 is held, not rejected. The Retailer is asked once for the evidence.""",2026-08-25T16:58:22Z
CLM-0459,RET-005,CONTRACT_BETA,Price Difference,96.46,AUTO_CLEAR,2-materiality,US$96.46 below the US$150 review threshold,96.46,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0460,RET-005,CONTRACT_BETA,Unclassified,1335.3,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Unclassified),,0.0,no reference value available for Unclassified,,2026-08-25T16:58:22Z
CLM-0461,RET-002,CONTRACT_ALPHA,Price Difference,150.6,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Price Difference),,0.0,no reference value available for Price Difference,,2026-08-25T16:58:22Z
CLM-0462,RET-003,CONTRACT_ALPHA,Unclassified,1279.31,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Unclassified),,0.0,no reference value available for Unclassified,,2026-08-25T16:58:22Z
CLM-0463,RET-002,CONTRACT_ALPHA,Shortage,50.87,AUTO_CLEAR,2-materiality,US$50.87 below the US$150 review threshold,50.87,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0464,RET-002,CONTRACT_ALPHA,Listing Fee,591.08,REJECT,1-window,"submitted 111 days after invoice, window is 90 days",0.0,591.08,,"contract_alpha.md clause 7.2: ""Claims must be submitted within ninety (90) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. No extension of this period is granted by the Supplier's continued trading with the Retailer.""",2026-08-25T16:58:22Z
CLM-0465,RET-003,CONTRACT_ALPHA,Damages,239.91,REJECT,3-clause,"damages claimed at 3.80% of gross invoice, allowance is 1.5%",94.7,145.21,"20 damaged units x US$11.50, capped at 1.5% of invoice","contract_alpha.md clause 9.4: ""The Retailer's damages allowance is one point five per cent (1.5%) of the gross invoice value of the consignment. Damages claimed in excess of 1.5% of gross invoice value are not payable without prior written agreement of the Supplier.""",2026-08-25T16:58:22Z
CLM-0466,RET-002,CONTRACT_ALPHA,Damages,65.02,AUTO_CLEAR,2-materiality,US$65.02 below the US$150 review threshold,65.02,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0467,RET-002,CONTRACT_ALPHA,Damages,39.3,AUTO_CLEAR,2-materiality,US$39.30 below the US$150 review threshold,39.3,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0468,RET-006,CONTRACT_BETA,Unclassified,724.57,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Unclassified),,0.0,no reference value available for Unclassified,,2026-08-25T16:58:22Z
CLM-0469,RET-002,CONTRACT_ALPHA,Damages,77.89,AUTO_CLEAR,2-materiality,US$77.89 below the US$150 review threshold,77.89,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0470,RET-001,CONTRACT_ALPHA,Unclassified,1050.64,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Unclassified),,0.0,no reference value available for Unclassified,,2026-08-25T16:58:22Z
CLM-0471,RET-001,CONTRACT_ALPHA,Freight,128.27,AUTO_CLEAR,2-materiality,US$128.27 below the US$150 review threshold,128.27,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
CLM-0472,RET-004,CONTRACT_BETA,Unclassified,884.96,AUTO_CLEAR,0-clear,passed every gate (no reference value available for Unclassified),,0.0,no reference value available for Unclassified,,2026-08-25T16:58:22Z
CLM-0473,RET-003,CONTRACT_ALPHA,Price Difference,674.3,REJECT,1-window,"submitted 104 days after invoice, window is 90 days",0.0,674.3,,"contract_alpha.md clause 7.2: ""Claims must be submitted within ninety (90) days of the date of the Supplier invoice to which they relate. Claims submitted after this period lapse and are not payable. No extension of this period is granted by the Supplier's continued trading with the Retailer.""",2026-08-25T16:58:22Z
CLM-0474,RET-002,CONTRACT_ALPHA,Promo Discount Support,1553.69,AUTO_CLEAR,0-clear,passed every gate,1524.43,0.0,agreed support on PRM-0008,,2026-08-25T16:58:22Z
CLM-0475,RET-006,CONTRACT_BETA,Damages,39.65,AUTO_CLEAR,2-materiality,US$39.65 below the US$150 review threshold,39.65,0.0,,"trade_terms_appendix.md clause A2.3: ""Claims below US$150 in value are settled without individual substantiation review, on the basis that the cost of review exceeds the exposure. This does not waive the Supplier's rights under clause 12 of the applicable agreement.""",2026-08-25T16:58:22Z
